kemendagri_kode_provinsi,kemendagri_nama_provinsi,kemendagri_kode_kabupatenkota,kemendagri_nama_kabupatenkota,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,tahun,pukesmas_melaksanakan_kegiatan_deteksi_dini,perempuan_usia_30_50_tahun,jenis_deteksi_dini_kanker_leher_rahim_dan_kanker_payudara,jumlah_deteksi_dini,satuan
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.01,Kecamatan Pulau Banyak,PULAU BANYAK,2021,0,1200,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.16,Kecamatan Pulau Banyak Barat,PULAU BANYAK BARAT,2021,0,813,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.04,Kecamatan Singkil,SINGKIL,2021,0,4986,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.10,Kecamatan Singkil Utara,SINGKIL UTARA,2021,0,2731,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.14,Kecamatan Kuala Baru,KUALA BARU,2021,0,665,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.02,Kecamatan Simpang Kanan,SIMPANG KANAN,2021,0,2995,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.06,Kecamatan Gunung Meriah,GUNUNG MERIAH,2021,0,9378,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.11,Kecamatan Danau Paris,DANAU PARIS,2021,0,2029,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.12,Kecamatan Suro Makmur,SURO,2021,0,2315,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.13,Kecamatan Singkohor,SINGKOHOR,2021,0,1626,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.09,Kecamatan Kota Baharu,KUTA BAHARU,2021,0,1751,curiga kanker,0,jiwa
11,Aceh,11.1,Kabupaten Aceh Singkil,11.10.02,Kecamatan Simpang Kanan,KUTA TINGGI,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.01,Kecamatan Lhoong,LHOONG,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.02,Kecamatan Lhoknga,LHOKNGA,2021,0,1928,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.22,Kecamatan Leupung,LEUPUNG,2021,0,739,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.03,Kecamatan Indrapuri,INDRAPURI,2021,0,2461,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.03,Kecamatan Indrapuri,LAMPUPOK,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.16,Kecamatan Kota Cot Glie,KUTA COT GLIE,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.16,Kecamatan Kota Cot Glie,IE ALANG,2021,0,329,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.04,Kecamatan Seulimeum,SEULIMEUM,2021,0,2281,curiga kanker,1,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.04,Kecamatan Seulimeum,LAMTEUBA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.15,Kecamatan Kota Jantho,KOTA JANTHO,2021,0,1196,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.14,"Kecamatan Lembah Seulawah,",LEMBAH SEULAWAH,2021,0,1910,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.09,Kecamatan Mesjid Raya,MESJID RAYA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.12,Kecamatan Darussalam,DARUSSALAM,2021,0,3961,curiga kanker,1,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.20,Kecamatan Baitussalam,BAITUSSALAM,2021,0,3094,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.11,Kecamatan Kuta Baro,KUTA BARO,2021,0,5470,curiga kanker,1,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.05,Kecamatan Montasik,MONTASIK,2021,0,2122,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.05,Kecamatan Montasik,PIYEUNG,2021,0,552,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.23,Kecamatan Blang Bintang,BLANG BINTANG,2021,0,1657,curiga kanker,4,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.10,Kecamatan Ingin Jaya,INGIN JAYA,2021,0,5767,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.21,"Kecamatan Krueng Barona Jaya,",KRUENG BARONA JAYA,2021,0,2814,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.06,Kecamatan Sukamakmur,SUKAMAKMUR,2021,0,1266,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.17,Kecamatan Kuta Malaka,KUTA MALAKA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.18,Kecamatan Simpang Tiga,SIMPANG TIGA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.07,Kecamatan Darul Imarah,DARUL IMARAH,2021,0,5076,curiga kanker,3,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.19,Kecamatan Darul Kamal,DARUL KAMAL,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.08,Kecamatan Peukan Bada,PEUKAN BADA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.08,Kecamatan Peukan Bada,LAMPISANG,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.06,Kabupaten Aceh Besar,11.06.13,Kecamatan Pulo Aceh,PULO ACEH,2021,0,638,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.01,Kecamatan Teunom,TEUNOM,2021,1,2000,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.09,Kecamatan Pasie Raya,PASIE RAYA,2021,1,1043,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.06,Kecamatan Panga,PANGA,2021,1,1333,curiga kanker,2,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.02,Kecamatan Krueng Sabee,KRUENG SABEE,2021,1,1846,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.02,Kecamatan Krueng Sabee,CALANG,2021,1,1236,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.03,Kecamatan Setia Bhakti,LAGEUN,2021,1,683,curiga kanker,1,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.03,Kecamatan Setia Bhakti,PANTE KUYUN,2021,1,760,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.08,Kecamatan Darul Hikmah,PATEK,2021,1,1141,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.04,Kecamatan Sampoiniet,LHOK KRUET,2021,1,766,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.04,Kecamatan Sampoiniet,LIGAN,2021,1,488,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.05,Kecamatan Jaya,LAMNO,2021,1,2189,curiga kanker,0,jiwa
11,Aceh,11.14,Kabupaten Aceh Jaya,11.14.07,Kecamatan Indra Jaya,INDRAJAYA,2021,1,1115,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.01,Kecamatan Lawe Alas,NGKERAN,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.11,Kecamatan Babul Rahmah,LAWE SUMUR,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.11,Kecamatan Babul Rahmah,UNING SIGUR-GUR,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.15,Kecamatan Tanoh Alas,TANOH ALAS,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.02,Kecamatan Lawe Sigala-Gala,LAWE SIGALA-GALA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.06,Kecamatan Babul Makmur,LAWE PERBUNGA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.06,Kecamatan Babul Makmur,GURGUR PARDOMUAN,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.10,Kecamatan Semadam,SUKA MAKMUR,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.16,Kecamatan Leuser,LEUSER,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.16,Kecamatan Leuser,NAGA TIMBUL,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.03,Kecamatan Bambel,BIAK MULI,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.09,Kecamatan Bukit Tusam,LAWE DUA,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.04,Kecamatan Babussalam,KOTA KUTACANE,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.08,Kecamatan Lawe Bulan,KUTAMBARU,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.05,Kecamatan Badar,NATAM,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.07,Kecamatan Darul Hasanah,MAMAS,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.12,Kecamatan Ketambe,JAMBUR LAK-LAK,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.13,Kecamatan Deleng Pokhkisen,DELENG POKHISEN,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.02,Kabupaten Aceh Tenggara,11.02.04,Kecamatan Babussalam,BABUSSALAM,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.07,Kecamatan Teupah Selatan,TEUPAH SELATAN,2021,0,1377,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.04,Kecamatan Simeulue Timur,SIMEULUE TIMUR,2021,0,2675,curiga kanker,4,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.04,Kecamatan Simeulue Timur,KUALA MAKMUR,2021,0,841,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.03,Kecamatan Teupah Barat,TEUPAH BARAT,2021,0,1182,curiga kanker,1,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.09,"Kecamatan Teupah Tengah,",TEUPAH TENGAH,2021,0,946,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.01,Kecamatan Simeulue Tengah,SIMEULUE TENGAH,2021,0,340,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.05,Kecamatan Teluk Dalam,TELUK DALAM,2021,0,631,curiga kanker,2,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.10,Kecamatan Simeulue Cut,SIMEULUE CUT,2021,0,944,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.02,Kecamatan Salang,SALANG,2021,0,1685,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.06,Kecamatan Simeulue Barat,SIMEULUE BARAT,2021,0,1025,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.06,Kecamatan Simeulue Barat,SANGGIRAN,2021,0,731,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.08,Kecamatan Alapan,ALAFAN,2021,0,721,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.05,Kecamatan Teluk Dalam,LUAN BALU,2021,0,439,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.08,Kecamatan Alapan,LAMEREM,2021,0,371,curiga kanker,0,jiwa
11,Aceh,11.09,Kabupaten Simeulue,11.09.07,Kecamatan Teupah Selatan,ALUS ALUS,2021,0,0,curiga kanker,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.01,Kecamatan Linge,LINGE,2021,1,1048,tumor atau benjolan,1,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.18,Kecamatan Atu Lintang,ATU LINTANG,2021,1,1004,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.19,Kecamatan Jagong Jeget,JAGONG,2021,1,1765,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.08,Kecamatan Bintang,BINTANG,2021,1,1535,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.17,Kecamatan Laut Tawar,LUT TAWAR,2021,1,5743,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.11,Kecamatan Kebayakan,KEBAYAKAN,2021,1,2603,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.07,Kecamatan Pegasing,PEGASING,2021,1,3275,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.20,"Kecamatan Bies,",BIES,2021,1,1175,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.03,Kecamatan Bebesen,BEBESEN,2021,1,6491,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.12,Kecamatan Kute Panang,KUTE PANANG,2021,1,1403,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.02,Kecamatan Silih Nara,SILIH NARA,2021,1,4741,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.10,Kecamatan Ketol,KETOL,2021,1,1473,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.13,Kecamatan Celala,CELALA,2021,1,1351,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.21,Kecamatan Rusip Antara,RUSIP,2021,1,1011,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.21,Kecamatan Rusip Antara,PAMAR,2021,1,322,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.01,Kecamatan Linge,KETAPANG NUSANTARA,2021,1,592,tumor atau benjolan,0,jiwa
11,Aceh,11.04,Kabupaten Aceh Tengah,11.04.10,Kecamatan Ketol,KEKUYANG,2021,1,684,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.02,"Kecamatan Kutapanjang,",KUTA PANJANG,2021,1,1454,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.09,Kecamatan Blangjerango,BLANGJERANGO,2021,1,1137,tumor atau benjolan,3,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.01,Kecamatan Blangkejeren,BLANGKEJEREN,2021,1,4830,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.07,Kecamatan Puteri Betung,GUMPANG,2021,1,1417,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.08,Kecamatan Dabun Gelang,DABUN GELANG,2021,1,1048,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.06,"Kecamatan Blangpegayon,",CINTA MAJU,2021,1,993,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.05,Kecamatan Pining,PINTU RIME,2021,1,142,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.05,Kecamatan Pining,PINING,2021,1,291,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.03,Kecamatan Rikit Gaib,RIKIT GAIB,2021,1,701,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.11,Kecamatan Pantan Cuaca,KENYARAN,2021,1,671,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.04,Kecamatan Terangun,TERANGUN,2021,1,1478,tumor atau benjolan,0,jiwa
11,Aceh,11.13,Kabupaten Gayo Lues,11.13.10,Kecamatan Teripe Jaya,REREBE,2021,1,896,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.03,Kecamatan Manggeng,MANGGENG,2021,0,5499,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.09,Kecamatan Lembah Sabil,LEMBAH SABIL,2021,0,2613,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.02,Kecamatan Tangan-Tangan,TANGAN-TANGAN,2021,0,1534,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.02,Kecamatan Tangan-Tangan,BINEH KRUENG,2021,0,1056,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.07,Kecamatan Setia,LHANG,2021,0,2473,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.01,Kecamatan Blang Pidie,BLANG PIDIE,2021,0,4344,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.08,"Kecamatan Jeumpa,",ALUE SUNGAI PINANG,2021,0,2176,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.04,Kecamatan Susoh,SUSOH,2021,0,8256,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.04,Kecamatan Susoh,SANGKALAN,2021,0,1511,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.05,Kecamatan Kuala Batee,KUALA BATEE,2021,0,7152,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.05,Kecamatan Kuala Batee,ALUE PISANG,2021,0,681,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.06,Kecamatan Babah Rot,BABAHROT,2021,0,2418,tumor atau benjolan,0,jiwa
11,Aceh,11.12,Kabupaten Aceh Barat Daya,11.12.06,Kecamatan Babah Rot,IE MIRAH,2021,0,1062,tumor atau benjolan,0,jiwa
11,Aceh,11.74,Kota Langsa,11.74.01,Kecamatan Langsa Timur,UPT LANGSA TIMUR,2021,1,2200,tumor atau benjolan,0,jiwa
11,Aceh,11.74,Kota Langsa,11.74.04,Kecamatan Langsa Lama,UPT LANGSA LAMA,2021,1,4379,tumor atau benjolan,0,jiwa
11,Aceh,11.74,Kota Langsa,11.74.02,Kecamatan Langsa Barat,UPT LANGSA BARAT,2021,1,5184,tumor atau benjolan,0,jiwa
11,Aceh,11.74,Kota Langsa,11.74.05,"Kecamatan Langsa Baro,",UPT LANGSA BARO,2021,1,7310,tumor atau benjolan,0,jiwa
11,Aceh,11.74,Kota Langsa,11.74.03,Kecamatan Langsa Kota,UPT LANGSA KOTA,2021,1,5600,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,ALUE BILIE,2021,0,2358,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,SUKA MULYA,2021,0,2760,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,LUENG KEBEU JAGAD,2021,0,1978,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.05,Kecamatan Darul Makmur,ALUE RAMBOT,2021,0,3106,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.01,Kecamatan Kuala,UJONG FATIHAH,2021,0,5513,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.07,Kecamatan Kuala Pesisir,PADANG PANYANG,2021,0,3011,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.07,Kecamatan Kuala Pesisir,PADANG RUBEK,2021,0,826,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.08,Kecamatan Tadu Raya,SIMPANG JAYA,2021,0,2506,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.08,Kecamatan Tadu Raya,KUALA TADU,2021,0,673,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.04,Kecamatan Beutong,BEUTONG,2021,0,2515,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.04,Kecamatan Beutong,BEUTONG ATEUH,2021,0,351,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.02,Kecamatan Seunagan,JEURAM,2021,0,4599,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.02,Kecamatan Seunagan,COT KUTA,2021,0,1881,tumor atau benjolan,0,jiwa
11,Aceh,11.15,Kabupaten Nagan Raya,11.15.03,Kecamatan Seunagan Timur,UTEUN PULO,2021,0,3463,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.03,Kecamatan Meuraxa,MEURAXA,2021,1,2941,tumor atau benjolan,7,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.08,Kecamatan Jaya Baru,JAYA BARU,2021,1,3771,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.07,Kecamatan Banda Raya,BANDA RAYA,2021,1,4060,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.01,Kecamatan Baiturrahman,BAITURRAHMAN,2021,1,5852,tumor atau benjolan,7,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.05,Kecamatan Lueng Bata,BATOH,2021,1,3923,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.02,Kecamatan Kuta Alam,KUTA ALAM,2021,1,4103,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.02,Kecamatan Kuta Alam,LAMPULO,2021,1,3247,tumor atau benjolan,1,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.06,Kecamatan Kuta Raja,LAMPASEH KOTA,2021,1,1617,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.04,Kecamatan Syiah Kuala,KOPELMA DARUSSALAM,2021,1,1713,tumor atau benjolan,0,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.04,Kecamatan Syiah Kuala,JEULINGKE,2021,1,1961,tumor atau benjolan,1,jiwa
11,Aceh,11.71,Kota Banda Aceh,11.71.09,Kecamatan Ulee Kareng,ULEE KARENG,2021,1,1821,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.07,Kecamatan Tamiang Hulu,TAMIANG HULU,2021,1,3388,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.10,Kecamatan Bandar Pusaka,BANDAR PUSAKA,2021,1,2254,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.06,Kecamatan Kejuruan Muda,KEJURUAN MUDA,2021,1,6254,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.11,Kecamatan Tenggulun,SIMPANG KIRI,2021,0,3134,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.08,Kecamatan Rantau,RANTAU,2021,1,4655,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.08,Kecamatan Rantau,SAPTA JAYA,2021,1,1850,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.05,Kecamatan Kota Kualasinpang,KUALA SIMPANG,2021,0,3573,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.04,Kecamatan Seruway,SERUWAY,2021,1,4700,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.02,Kecamatan Bendahara,SUNGAI IYU,2021,0,2369,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.02,Kecamatan Bendahara,BENDAHARA,2021,1,1308,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.09,Kecamatan Banda Mulia,BANDA MULIA,2021,0,2075,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.03,Kecamatan Karang Baru,KARANG BARU,2021,0,4938,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.12,Kecamatan Sekerak,SEKERAK,2021,1,1177,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.01,Kecamatan Manyak Payed,MANYAK PAYED,2021,0,5700,tumor atau benjolan,0,jiwa
11,Aceh,11.16,Kabupaten Aceh Tamiang,11.16.03,Kecamatan Karang Baru,SELELEH,2021,0,2191,tumor atau benjolan,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.05,Kecamatan Geumpang,GEUMPANG,2021,0,916,tumor atau benjolan,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.27,Kecamatan Mane,MANE,2021,0,1235,tumor atau benjolan,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.06,Kecamatan Geulumpang  Tiga,GLUMPANG TIGA,2021,0,1205,tumor atau benjolan,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.06,Kecamatan Geulumpang  Tiga,TEUPIEN RAYA,2021,0,1605,tumor atau benjolan,0,jiwa
11,Aceh,11.07,Kabupaten Pidie,11.07.29,Kecamatan Glumpang  Baro,GLUMPANG BARO,2021,0,1648,tumor atau benjolan,0,jiwa
